Region,Country,Location,Site,Source,Lat,Long,MAP,MAP_data_flag,Woody_cover,Clay,Sand,Soil_N,Total_P,N_min_potential,Fire_return,Fire_return_data_source_flag,Herbivore_biomass,Herbivore_biomass_data_flag,Grazer_biomass,Browser_and_mixed_feeder_biomass,Site_Description,Cover_method,Woody_cover_data_flag,Total_plot_size_or_Transect_length,Depth_of_soil_measurements,Dominant_woody_species
East Africa,Kenya,Turkana district,63,"Patten, R. (1991)",1.979,35.644,450,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),44.6,24,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,64,"Patten, R. (1991)",1.987,35.694,447,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),37.9,15,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,65,"Patten, R. (1991)",2.023,35.737,443,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),41,26.2,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,66,"Patten, R. (1991)",2.015,35.762,443,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),38.9,22,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,67,"Patten, R. (1991)",1.99,35.792,446,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),32.8,19,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,68,"Patten, R. (1991)",1.992,35.807,446,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),31.4,5.7,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,69,"Patten, R. (1991)",2.006,35.83,411,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),22.5,17.3,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,70,"Patten, R. (1991)",2.021,35.85,411,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),31.8,4.8,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,71,"Patten, R. (1991)",2.02,35.862,411,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),26.2,10.5,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,72,"Patten, R. (1991)",2.012,35.883,375,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),22.8,9.3,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,73,"Patten, R. (1991)",2.018,35.91,375,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),16.9,4.3,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,74,"Patten, R. (1991)",2.028,35.91,376,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),19.9,6.9,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,75,"Patten, R. (1991)",2.047,35.923,376,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14.2,9.2,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,76,"Patten, R. (1991)",2.063,35.935,359,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),16.2,8.7,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,77,"Patten, R. (1991)",1.998,35.524,477,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),7.1,4.6,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia nubica
East Africa,Kenya,Turkana district,78,"Patten, R. (1991)",1.955,35.529,506,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),30.5,28.1,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,79,"Patten, R. (1991)",1.928,35.535,506,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),52.5,18.6,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,80,"Patten, R. (1991)",1.86,35.557,535,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),46.5,10,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,81,"Patten, R. (1991)",1.885,35.625,501,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),2.3,7.2,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Balanites orbicularis
East Africa,Kenya,Turkana district,82,"Patten, R. (1991)",1.877,35.621,512,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),13,9,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Balanites orbicularis
East Africa,Kenya,Turkana district,83,"Patten, R. (1991)",1.872,35.601,528,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),1.5,5.6,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Commiphora africana
East Africa,Kenya,Turkana district,84,"Patten, R. (1991)",1.882,35.584,512,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),24.3,10,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,85,"Patten, R. (1991)",1.834,35.587,528,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),38.6,30,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,86,"Patten, R. (1991)",1.794,35.614,547,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),51.3,23.3,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,87,"Patten, R. (1991)",1.772,35.622,563,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14.4,4.2,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Grewia sp.
East Africa,Kenya,Turkana district,88,"Patten, R. (1991)",1.737,35.657,550,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),45,25,,,,,1.6,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,89,"Patten, R. (1991)",1.714,35.69,558,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),43.3,17.8,,,,,1.1,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,90,"Patten, R. (1991)",1.694,35.72,558,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),44.6,5,,,,,1.1,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,91,"Patten, R. (1991)",1.676,35.763,446,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),29.9,34.8,,,,,1.1,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,92,"Patten, R. (1991)",1.728,35.775,421,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),33.8,26.7,,,,,1.1,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,93,"Patten, R. (1991)",1.785,35.799,437,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),43.2,5.8,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,94,"Patten, R. (1991)",1.848,35.819,425,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),35.3,6.3,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,95,"Patten, R. (1991)",1.869,35.833,398,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),44,4.8,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,96,"Patten, R. (1991)",1.889,35.842,396,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),25.3,18.1,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia senegal
East Africa,Kenya,Turkana district,97,"Patten, R. (1991)",1.909,35.867,396,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),13.3,4.2,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,98,"Patten, R. (1991)",1.946,35.891,368,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14.7,5.1,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,99,"Patten, R. (1991)",1.985,35.93,342,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),30.7,25,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia reficiens
East Africa,Kenya,Turkana district,100,"Patten, R. (1991)",1.95,35.851,438,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),36.5,4.3,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
East Africa,Kenya,Turkana district,101,"Patten, R. (1991)",1.943,35.867,438,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),17.3,4,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,Bitterlich method,,~2 ha,0 - 100 cm,Acacia tortilis
